CAZy_Family	P.1	P.2	P.3	P.JF.C.1	P.JF.C.2	P.JF.C.3	P.SC.1	P.SC.2	P.SC.3	P.JF.1	P.JF.2	P.JF.3	Control.1	Control.2	Control.3
GT5	3836.506572	4489.882745	3851.266705	3916.905672	3799.99702	4132.231295	2807.406834	2666.349255	2617.345213	2402.865016	2387.268778	2722.163698	3187.400767	2811.474127	2198.506533
GT51	10935.65168	11981.15483	11176.52106	11271.99461	11424.20946	11497.7324	8389.878529	8354.360148	8120.169907	8606.874204	8309.911168	8479.896586	10481.60858	8925.740384	8143.927632
GT55	31.53026455	26.76526848	30.02685373	64.06348239	48.22545145	66.31093006	46.54291451	38.04999379	84.508118	26.83570729	25.72418539	18.60883497	42.26905328	21.31246347	7.227141486
GT6	10.03372916	6.591894729	8.34396127	35.65653893	27.19831069	30.36190978	7.343417467	0	6.124057974	88.89419503	86.96876263	19.75636149	13.67702921	3.700901503	0
GT60	21.30743833	4.065811153	2.732117822	2.067479019	17.87817932	13.15965401	21.00420514	103.6837729	146.1546924	15.73966266	21.48197851	43.91063737	38.3057021	170.020257	134.1350833
GT66	1895.985142	1825.41924	1747.178662	1847.170865	1723.612583	1723.091917	1607.235553	1686.033377	1955.615626	1640.58413	1521.866985	1570.434287	1711.105963	1596.857862	1510.102937
GT7	291.874374	140.4681075	147.8956737	123.6804985	188.5063369	266.955404	120.4075673	116.2171427	151.2358452	926.9280214	806.8594831	1127.70154	223.2430134	516.5302797	7345.896377
GT70	7.832165297	10.56653856	11.7480109	137.4270262	39.47925597	29.22346552	2.309901269	0	5.779040623	0	0	0	7.842880125	31.57520038	7.264804055
GT74	32.78765357	32.07686739	32.33206499	54.74142193	49.21136645	36.32317869	55.13403007	35.10759042	11.84745572	55.50213806	42.00188579	28.12344752	12.78388988	9.142236704	4.775935999
GT8	237.5310154	201.7204001	230.4624083	263.6521053	296.5127304	363.3716898	154.5943767	87.61618942	96.06909323	90.75071504	85.47748404	69.49250443	274.7740344	173.7160797	200.8076638
GT80	436.8673554	474.9301759	505.4261065	449.1105711	293.5831485	343.2344861	270.0775533	457.4466588	434.8550527	356.4900214	458.2976504	533.4312385	114.0276143	179.4415521	188.9645404
GT81	841.1356512	824.1810053	765.1078108	712.9360179	603.5337014	542.0538422	701.4534624	664.8096426	552.211869	536.0557521	523.5483677	498.3420113	1211.307879	1001.775345	914.7816212
GT82	56.54356574	55.41306921	49.50553354	43.7265253	79.16603721	93.50816533	32.55941715	17.43906452	12.0679966	9.490671805	9.467231208	3.82244175	17.56643439	0	32.23756799
GT83	1553.194479	1650.034879	1529.317841	1623.124635	1712.664934	1698.133667	403.118837	361.4661157	564.6896774	586.7563761	578.528264	584.7144951	309.0804964	350.4104063	416.4104099
GT84	3866.902161	4119.429476	4160.982396	4936.973747	4212.76788	4009.384877	1836.703691	1827.825131	1141.81125	1510.140912	1667.152573	1745.572354	2095.988133	1742.316569	1411.909114
GT87	35.26337093	26.86993579	47.33042645	34.75912843	40.06131085	33.45533321	56.04366974	67.73221404	14.76669698	52.57486631	36.8010329	65.96796323	58.20042072	39.94934937	68.5996925
GT89	26.81928299	3.243570083	4.077603906	63.79576922	13.95655283	12.86201355	88.77915145	89.41918729	17.4484788	34.46680913	33.90656612	5.867003616	0	0	0
GT9	4400.730435	4739.868531	4237.630753	4396.331032	4437.656165	4239.524428	2923.985061	3229.098108	3464.17713	3053.890469	3073.588013	3725.115859	2497.487575	2844.019429	2222.412612
GT90	248.8321672	136.6186348	145.3995047	86.93763942	134.8959354	188.9507014	152.26205	121.0547207	144.5978667	597.3698628	527.1380824	686.0506609	140.4397759	351.4559957	3758.152718
GT94	5.933307972	13.15876535	14.37004675	5.120828309	12.44432203	7.776119801	13.59140802	6.826314601	4.533832975	2.501546852	2.404929673	6.346653793	5.610038927	3.036068897	15.44314634
PL1	1061.622912	960.6197604	924.6846463	1385.163326	1519.789521	1491.137241	524.9853963	651.0522869	855.5676122	700.597273	628.3985258	589.2874193	235.8044343	458.2891075	341.1688887
PL10	307.3167009	275.1138345	326.0613149	475.1290101	402.4802969	342.2328429	68.84124578	123.438688	128.3881153	178.6275594	182.8593958	187.6515509	10.98882614	7.422659143	0
PL11	644.096886	498.0155643	499.3954022	790.2891819	897.0943323	809.0541133	341.3826427	196.7313383	209.6248718	198.0397186	207.5288174	125.917051	58.48774299	126.0367306	43.83057404
PL12	566.7508881	510.6901562	564.3745534	846.5505194	872.1562632	839.4078937	239.1752537	284.2812181	252.9067868	437.3299611	395.3077507	289.3868427	197.6523698	174.5987039	45.93706084
PL14	11.36127957	14.92795678	13.75402426	47.13153088	67.22665871	60.0903429	13.48512301	15.82160033	36.03326551	47.56870316	23.24850602	78.99622617	2.389991074	15.52112773	0
PL17	43.52954729	67.67806452	132.769537	109.8570001	117.6358037	120.5004411	157.6456764	297.2378682	562.3355669	176.1527204	258.0503353	361.6721289	106.8436436	114.4584371	68.0842671
PL22	21.19482942	22.80521255	55.60195058	92.34243637	77.12612949	55.09055996	0	0	7.064173449	9.001236766	2.591025422	0	8.315471901	11.72935734	5.966207883
PL3	32.31017925	50.03994221	68.05470565	120.6158567	48.83164126	46.41697532	35.22440256	64.77563121	101.0541125	86.51525673	150.0637655	153.2297541	78.56280638	139.4514332	126.7172277
PL4	76.73617052	84.59119105	98.06002738	47.5778777	56.13012394	53.86620086	89.92372784	48.45993754	68.707997	49.19231493	101.8931607	28.46462838	0	8.363505127	0
PL5	14.36497302	7.766251706	9.784484891	12.35046677	2.521709913	13.78858706	3.01845994	0	2.170962351	5.591692963	0	0	56.32865505	34.53591197	36.00443221
PL6	151.0990892	149.5514411	136.9782236	293.8376504	357.6268192	420.0223126	272.886199	485.0599463	642.2161441	255.9874746	317.6732672	417.9199557	135.6078027	111.7449207	131.6898034
PL7	69.1813869	85.06933878	162.6718223	27.82320971	25.46849353	33.71760722	164.2815739	310.5452934	535.3369068	177.2410698	236.8894914	449.0410226	71.47613106	62.73426899	42.42103251
PL8	332.9225685	280.0439946	350.3356653	764.047252	693.9996319	662.4484613	66.03846623	85.76312464	142.5522419	167.1360472	158.5670886	78.82814395	10.70797105	6.540017902	2.743622808
PL9	333.9351823	361.7205178	383.859433	458.5519764	584.8981858	522.5848939	249.4101764	255.2902178	199.569322	155.7081256	185.8841856	152.3471789	102.6623654	134.0291603	83.92102953
